4.00E+00,2.00E+00,2.00E+00,1.00E+00,-23.15
2.00E+00,1.00E+00,2.00E+00,1.00E+00,-23.71
5.00E+00,0.00E+00,3.00E+00,1.00E+00,-19.57
6.00E+00,1.00E+00,3.00E+00,1.00E+00,-21.17
8.00E+00,0.00E+00,2.00E+00,1.00E+00,-24.57
2.00E+00,2.00E+00,1.00E+00,1.00E+00,-29.51
7.00E+00,1.00E+00,3.00E+00,1.00E+00,-16.35
0.00E+00,1.00E+00,1.00E+00,1.00E+00,-15.06
8.00E+00,0.00E+00,0.00E+00,1.00E+00,-22.72
0.00E+00,0.00E+00,0.00E+00,1.00E+00,-20.8
5.00E+00,2.00E+00,2.00E+00,1.00E+00,-24.34
9.00E+00,0.00E+00,4.00E+00,1.00E+00,-31.83
4.00E+00,0.00E+00,2.00E+00,1.00E+00,-22.76
8.00E+00,0.00E+00,1.00E+00,1.00E+00,-29.47
6.00E+00,1.00E+00,4.00E+00,1.00E+00,-26.77
9.00E+00,0.00E+00,1.00E+00,1.00E+00,-29.7
1.00E+00,2.00E+00,2.00E+00,1.00E+00,-23.76
5.00E+00,0.00E+00,1.00E+00,1.00E+00,-26.74
5.00E+00,2.00E+00,1.00E+00,1.00E+00,-30.65
0.00E+00,0.00E+00,2.00E+00,1.00E+00,-21.11
5.00E+00,1.00E+00,2.00E+00,1.00E+00,-24.68
8.00E+00,1.00E+00,4.00E+00,1.00E+00,-23.51
1.00E+00,2.00E+00,0.00E+00,1.00E+00,-22.61
0.00E+00,0.00E+00,1.00E+00,1.00E+00,-27.2
7.00E+00,2.00E+00,3.00E+00,1.00E+00,-15.66
9.00E+00,1.00E+00,1.00E+00,1.00E+00,-23.4
8.00E+00,2.00E+00,1.00E+00,1.00E+00,-29.83
3.00E+00,0.00E+00,2.00E+00,1.00E+00,-26.62
5.00E+00,2.00E+00,3.00E+00,1.00E+00,-15.17
9.00E+00,1.00E+00,3.00E+00,1.00E+00,-12.04
4.00E+00,0.00E+00,0.00E+00,1.00E+00,-19.44
4.00E+00,2.00E+00,3.00E+00,1.00E+00,-15.66
3.00E+00,0.00E+00,4.00E+00,1.00E+00,-26.74
6.00E+00,2.00E+00,3.00E+00,1.00E+00,-19.57
0.00E+00,0.00E+00,3.00E+00,1.00E+00,-15.05
1.00E+00,1.00E+00,3.00E+00,1.00E+00,-19.96
4.00E+00,0.00E+00,3.00E+00,1.00E+00,-15.27
6.00E+00,0.00E+00,1.00E+00,1.00E+00,-27.04
7.00E+00,2.00E+00,0.00E+00,1.00E+00,-23.22
2.00E+00,0.00E+00,3.00E+00,1.00E+00,-19.92
5.00E+00,0.00E+00,2.00E+00,1.00E+00,-24.69
9.00E+00,1.00E+00,0.00E+00,1.00E+00,-19.98
9.00E+00,1.00E+00,2.00E+00,1.00E+00,-19.52
6.00E+00,0.00E+00,3.00E+00,1.00E+00,-17.05
3.00E+00,2.00E+00,1.00E+00,1.00E+00,-21.67
4.00E+00,1.00E+00,2.00E+00,1.00E+00,-12.97
0.00E+00,1.00E+00,3.00E+00,1.00E+00,-10.95
6.00E+00,0.00E+00,4.00E+00,1.00E+00,-31.17
7.00E+00,1.00E+00,1.00E+00,1.00E+00,-16.62
6.00E+00,2.00E+00,2.00E+00,1.00E+00,-20.76
1.00E+00,0.00E+00,2.00E+00,1.00E+00,-22.11
7.00E+00,0.00E+00,4.00E+00,1.00E+00,-32.9
9.00E+00,2.00E+00,0.00E+00,1.00E+00,-24.57
6.00E+00,2.00E+00,0.00E+00,1.00E+00,-24.23
2.00E+00,2.00E+00,3.00E+00,1.00E+00,-15.7
2.00E+00,1.00E+00,4.00E+00,1.00E+00,-23.24
2.00E+00,1.00E+00,5.00E+00,1.00E+00,-31.61
9.00E+00,2.00E+00,2.00E+00,1.00E+00,-21.61
8.00E+00,2.00E+00,3.00E+00,1.00E+00,-17.18
4.00E+00,0.00E+00,1.00E+00,1.00E+00,-24.69
7.00E+00,1.00E+00,0.00E+00,1.00E+00,-15.66
3.00E+00,2.00E+00,0.00E+00,1.00E+00,-18.07
1.00E+00,0.00E+00,0.00E+00,1.00E+00,-23
3.00E+00,1.00E+00,3.00E+00,1.00E+00,-21
